timestamp,open,high,low,close,volume_btc,volume_usd
1.76723E+15,87897.81,87897.81,87875.22,87875.22,2.79983,246059.1468
1.76723E+15,87875.23,87884.41,87875.22,87884.39,3.10793,273118.5382
1.76723E+15,87884.4,87900,87884.39,87900,1.78963,157290.1167
1.76723E+15,87900,87900,87899.99,87899.99,0.66523,58473.71192
1.76723E+15,87900,87900,87899.99,87899.99,1.07761,94721.90983
1.76723E+15,87899.99,87900,87894.01,87894.01,1.05805,92998.66593
1.76723E+15,87894.01,87894.02,87879.81,87879.82,2.70651,237874.6604
1.76723E+15,87879.82,87886.45,87879.81,87886.45,3.81443,335214.9671
1.76723E+15,87886.45,87886.45,87848,87848,4.60312,404479.0165
1.76723E+15,87848.01,87856.86,87841.99,87856.86,5.47187,480681.2793
1.76723E+15,87856.86,87860.51,87851.31,87851.32,0.52151,45817.71604
1.76723E+15,87851.31,87851.32,87851.31,87851.32,0.21332,18740.44283
1.76723E+15,87851.32,87879.65,87851.31,87879.64,1.16947,102751.9883
1.76723E+15,87879.65,87879.8,87879.65,87879.8,0.48187,42346.63024
1.76723E+15,87879.8,87883.13,87879.79,87883.12,0.98135,86241.23935
1.76723E+15,87883.13,87886,87883.12,87886,0.97786,85938.38314
1.76723E+15,87885.99,87886,87883.12,87883.12,3.59201,315685.3563
1.76723E+15,87883.13,87886.08,87883.12,87886.08,1.74336,153213.077
1.76723E+15,87886.07,87914.76,87886.07,87914.75,3.67671,323182.277
1.76723E+15,87914.75,87939.37,87914.75,87916.41,6.64919,584670.4517
1.76723E+15,87916.41,87916.42,87914.2,87914.21,2.14433,188521.1692
1.76723E+15,87914.2,87914.21,87914.2,87914.2,0.8285,72836.9204
1.76723E+15,87914.21,87914.21,87914.2,87914.21,0.55429,48729.9633
1.76723E+15,87914.21,87929.6,87914.2,87929.6,2.45972,216248.7876
1.76723E+15,87929.59,87966.71,87929.59,87966.7,5.53135,486495.0748
1.76723E+15,87966.7,88000,87966.7,87999.99,4.37869,385235.7976
1.76723E+15,87999.99,88000,87999.99,88000,1.21666,107066.0731
1.76723E+15,88000,88013.66,87999.99,88013.66,4.01606,353432.0796
1.76723E+15,88013.66,88015.89,87972,87972,8.78392,773003.4007
1.76723E+15,87972,87972.01,87960,87960,1.6418,144425.4377
1.76723E+15,87960,87960.01,87960,87960,1.56317,137496.4435
1.76723E+15,87960.01,87960.01,87907.23,87907.23,7.29393,641401.4545
1.76723E+15,87907.23,87907.24,87901.83,87901.84,6.65887,585341.4148
1.76723E+15,87901.83,87907.02,87901.83,87907.02,1.94137,170652.0998
1.76723E+15,87907.02,87919.29,87907.01,87919.28,1.93065,169737.8925
1.76723E+15,87919.28,87950.52,87919.28,87950.52,3.08263,271048.3248
1.76723E+15,87950.52,87991.2,87950.51,87991.19,1.58688,139616.0891
1.76723E+15,87991.2,87991.2,87991.19,87991.2,0.84833,74645.56999
1.76723E+15,87991.19,88011.15,87991.19,88011.14,1.11538,98157.01535
1.76723E+15,88011.14,88011.15,87996.18,87996.19,2.52993,222649.5229
1.76723E+15,87996.18,88025.18,87996.18,88025.18,1.66818,146804.8526
1.76723E+15,88025.18,88025.19,88025.18,88025.18,0.46871,41258.2834
1.76723E+15,88025.18,88025.19,88003.83,88003.84,2.10374,185161.4157
1.76723E+15,88003.83,88003.84,87986,87986,2.31408,203634.7809
1.76723E+15,87986.01,87986.01,87986,87986,0.25128,22109.12341
1.76723E+15,87986.01,87990.52,87986,87990.52,0.6674,58722.29516
1.76723E+15,87990.52,88004.5,87990.52,88004.5,1.358,119496.4161
1.76723E+15,88004.84,88051,88004.84,88027.1,5.87225,516985.9156
1.76723E+15,88027.1,88088.1,88027.1,88088.1,19.48677,1716059.188
1.76723E+15,88088.1,88088.1,88052.86,88052.86,10.91305,961076.61
1.76723E+15,88052.86,88052.87,88001.11,88001.11,5.02848,442705.9923
1.76723E+15,88001.12,88023.27,88001.12,88014.06,4.60851,405622.4061
1.76723E+15,88014.06,88014.07,87966.7,87966.71,2.72744,239973.4867
1.76723E+15,87966.7,87991.76,87966.7,87991.76,2.07117,182203.7535
1.76723E+15,87991.75,87991.76,87966.71,87966.72,2.48374,218536.4295
1.76723E+15,87966.72,87966.72,87966.71,87966.71,0.69568,61196.68683
1.76723E+15,87966.72,87966.72,87952.34,87952.35,1.70719,150168.3468
1.76723E+15,87952.34,87952.35,87952.34,87952.34,1.2757,112200.8124
1.76723E+15,87952.35,87952.35,87939.68,87939.69,2.51838,221489.944
1.76723E+15,87939.69,87957.63,87939.68,87957.62,4.4065,387545.8689
1.76723E+15,87957.63,87957.63,87957.62,87957.63,0.90369,79486.4232
1.76723E+15,87957.63,87959.32,87947.74,87947.75,3.11167,273687.354
1.76723E+15,87947.75,87973.26,87947.74,87969.95,10.57619,930298.9608
1.76723E+15,87969.95,88035.9,87969.94,88035.89,4.91928,432947.4163
1.76723E+15,88035.89,88052.6,88035.89,88052.59,2.53163,222886.0346
1.76723E+15,88052.6,88052.6,87982,88000.04,3.42501,301500.0323
1.76723E+15,88000.04,88004.91,87968,87968.01,5.64717,496946.5468
1.76723E+15,87968,87968,87953.11,87953.12,1.16615,102574.8433
1.76724E+15,87953.11,87953.12,87950.34,87950.35,1.47153,129424.695
1.76724E+15,87950.35,87967.19,87950.34,87967.19,1.58483,139389.8389
1.76724E+15,87967.18,88004.5,87967.18,88000.44,11.12329,978810.3319
1.76724E+15,88000.44,88000.45,88000.44,88000.44,0.49369,43444.94027
1.76724E+15,88000.44,88000.45,87966.01,87966.01,2.07083,182200.4038
1.76724E+15,87966.01,87966.01,87962.33,87962.34,1.88555,165857.4055
1.76724E+15,87962.33,87962.34,87950,87950,0.94733,83323.28184
1.76724E+15,87950.01,87954.17,87945.79,87954.16,3.62069,318433.1634
1.76724E+15,87954.17,87961.52,87945.99,87946,7.75048,681690.7615
1.76724E+15,87945.99,87946,87945.09,87945.85,0.4498,39557.98641
1.76724E+15,87945.85,87953.22,87945.84,87953.22,1.8084,159048.0533
1.76724E+15,87953.22,87954.19,87953.21,87954.19,0.74781,65772.80277
1.76724E+15,87954.18,87954.18,87915.59,87922.67,7.86372,691524.7882
1.76724E+15,87922.67,87922.67,87922.66,87922.66,0.55358,48672.22731
1.76724E+15,87922.66,87922.67,87921.2,87921.21,0.57805,50823.591
1.76724E+15,87921.2,87921.21,87900,87900,4.62498,406569.4013
1.76724E+15,87900.01,87914.7,87900,87900,10.1208,889659.6581
1.76724E+15,87900,87900.01,87900,87900,0.73804,64873.71692
1.76724E+15,87900,87900.01,87895.37,87895.37,3.16662,278341.7965
1.76724E+15,87895.38,87916.62,87895.37,87915.85,5.91347,519789.696
1.76724E+15,87915.85,87952.75,87915.85,87952.75,4.3554,382948.7647
1.76724E+15,87952.74,87952.75,87921.18,87921.18,4.96441,436598.4208
1.76724E+15,87921.19,87921.19,87914,87914,0.83029,72995.70157
1.76724E+15,87914,87914.01,87895.37,87895.38,1.55481,136677.8729
1.76724E+15,87895.38,87895.38,87895.37,87895.38,0.66859,58765.96729
1.76724E+15,87895.38,87895.38,87895.37,87895.38,1.52042,133637.8873
1.76724E+15,87895.38,87895.38,87887.28,87890.2,1.89211,166300.3233
1.76724E+15,87890.2,87912.99,87890.2,87912.98,3.95838,347917.7784
1.76724E+15,87912.98,87932.42,87912.98,87930.29,4.52227,397619.7522
1.76724E+15,87930.28,87930.29,87930.28,87930.29,1.50215,132084.4816
1.76724E+15,87930.29,87944.72,87917.52,87917.62,5.03972,443172.2488
1.76724E+15,87917.62,87944.72,87909.8,87909.8,7.09209,623596.104
1.76724E+15,87909.8,87924.73,87909.8,87924.73,1.46637,128914.4064
1.76724E+15,87924.73,87941.15,87924.72,87941.15,3.2258,283653.8871
1.76724E+15,87941.15,87941.15,87940.49,87940.49,2.49735,219619.8096
1.76724E+15,87940.49,87940.5,87926.56,87926.57,2.1589,189834.7364
1.76724E+15,87926.57,87949.27,87926.56,87949.27,1.7957,157919.9182
1.76724E+15,87949.27,87984.26,87949.27,87984.25,7.15915,629803.8308
1.76724E+15,87984.26,87984.26,87967.11,87967.11,6.4216,564972.1928
1.76724E+15,87967.12,87967.13,87967.11,87967.13,2.80122,246415.2549
1.76724E+15,87967.14,87994.4,87967.14,87994.4,1.83192,161184.0327
1.76724E+15,87994.4,88011.13,87994.39,88011.12,5.90366,519532.2006
1.76724E+15,88011.12,88012,88011.12,88012,1.18959,104697.4828
1.76724E+15,88012,88015.7,88011.99,88015.7,1.58151,139193.5931
1.76724E+15,88015.7,88015.7,87966.7,87966.7,4.28048,376677.2095
1.76724E+15,87966.7,87966.7,87961.13,87961.13,0.59411,52259.23944
1.76724E+15,87961.14,87961.14,87937.45,87937.46,1.52837,134430.8172
1.76724E+15,87937.45,87937.46,87935.45,87935.45,0.51736,45494.74865
1.76724E+15,87935.45,87935.46,87900.12,87900.13,4.308,378745.3734
1.76724E+15,87900.13,87925.83,87900.12,87925.83,4.89923,430676.4048
1.76724E+15,87925.82,87925.83,87925.82,87925.82,1.0286,90440.50252
1.76724E+15,87925.83,87941.85,87925.82,87941.5,2.58934,227693.6502
1.76724E+15,87941.51,87941.51,87930.65,87930.65,1.18006,103772.9532
1.76724E+15,87930.65,87930.65,87929.71,87929.72,1.76851,155504.5859
1.76724E+15,87929.72,87929.72,87904,87904.01,1.02452,90077.32545
1.76724E+15,87904,87925.09,87904,87925.08,3.5265,310023.0177
1.76724E+15,87925.09,87925.09,87920.75,87920.76,1.117,98210.95947
1.76724E+15,87920.76,87935.88,87920.75,87934.24,3.28914,289194.6316
1.76724E+15,87934.24,87934.24,87934.23,87934.24,0.21936,19289.2546
1.76724E+15,87934.24,87934.24,87934.23,87934.23,0.51956,45687.1112
1.76724E+15,87934.24,87934.24,87934.23,87934.23,0.38055,33463.37371
1.76724E+15,87934.23,87952,87934.23,87943.98,3.60021,316608.2313
1.76724E+15,87943.99,87943.99,87943.98,87943.99,0.42531,37403.45726
1.76724E+15,87943.99,87947.73,87943.98,87947.73,1.09513,96310.41184
1.76724E+15,87947.73,87952.71,87947.72,87952.71,0.52193,45903.44714
1.76724E+15,87952.71,87952.71,87950.33,87950.34,2.03711,179169.2269
1.76724E+15,87950.33,87950.33,87937.24,87937.25,1.2449,109487.474
1.76724E+15,87937.25,87937.25,87937.24,87937.24,0.41863,36813.17068
1.76724E+15,87937.25,87937.25,87937.24,87937.24,0.299,26293.23642
1.76724E+15,87937.24,87937.25,87907.22,87907.22,4.15702,365491.3085
1.76724E+15,87907.23,87916.15,87907.22,87916.15,1.98484,174483.4538
1.76724E+15,87916.15,87916.15,87916.14,87916.15,2.994,263220.9268
1.76724E+15,87916.15,87916.15,87916.14,87916.15,0.16737,14714.52555
1.76724E+15,87916.15,87916.15,87909.99,87909.99,2.3982,210831.4041
1.76724E+15,87910,87910,87894.59,87894.6,3.65795,321538.0544
1.76724E+15,87894.6,87894.6,87879.03,87879.03,1.89795,166804.9919
1.76724E+15,87879.04,87879.04,87851.18,87864.58,2.10255,184734.3134
1.76724E+15,87864.58,87866.39,87864.57,87866.39,1.39643,122696.9533
1.76724E+15,87866.39,87866.39,87866.38,87866.39,3.22615,283470.1262
1.76724E+15,87866.39,87878.81,87866.38,87878.81,0.79997,70295.21445
1.76724E+15,87878.81,87878.81,87859.71,87859.72,2.15224,189124.6292
1.76724E+15,87859.71,87859.72,87859.59,87859.72,1.01412,89100.2725
1.76724E+15,87859.72,87859.72,87832.09,87846.02,12.93853,1136649.333
1.76724E+15,87846.01,87854.81,87846.01,87854.8,2.77931,244169.9288
1.76724E+15,87854.81,87854.81,87839.46,87839.46,1.59564,140180.1268
1.76724E+15,87839.46,87839.46,87837.91,87837.91,0.52362,45993.78634
1.76724E+15,87837.92,87837.92,87815.03,87815.04,2.51947,221290.6632
1.76724E+15,87815.04,87815.04,87815.03,87815.03,0.338,29681.48145
1.76724E+15,87815.03,87815.04,87815.03,87815.04,0.62011,54454.98098
1.76724E+15,87815.04,87815.04,87807.21,87807.22,1.60385,140837.7271
1.76724E+15,87807.22,87807.22,87758.54,87758.54,5.08,445941.0189
1.76724E+15,87758.54,87758.54,87715.52,87718.12,8.97292,787196.6612
1.76724E+15,87718.12,87730.68,87708.29,87708.3,3.88467,340772.7822
1.76724E+15,87708.29,87718.36,87693.61,87718.35,6.10443,535389.8744
1.76724E+15,87718.36,87718.36,87694.1,87694.11,2.37171,208032.1262
1.76724E+15,87694.11,87694.11,87681,87681,2.29045,200842.9175
1.76724E+15,87681,87681.01,87663.23,87663.24,7.75469,679884.3265
1.76724E+15,87663.23,87679.55,87641.13,87650.01,11.17614,979734.4253
1.76724E+15,87650.01,87650.01,87636.07,87636.07,2.67988,234875.5302
1.76724E+15,87636.08,87636.08,87588,87601.12,10.14759,889090.2969
1.76724E+15,87601.13,87602.18,87552.56,87602.18,9.26916,811794.2845
1.76724E+15,87602.18,87602.18,87602.17,87602.17,1.13859,99742.96513
1.76724E+15,87602.17,87602.18,87561.13,87562.07,5.21762,456989.7056
1.76724E+15,87562.07,87616,87562.07,87615.99,4.91553,430514.9666
1.76724E+15,87616,87625.57,87598.65,87598.66,5.60933,491468.6117
1.76724E+15,87598.66,87630.96,87598.65,87621.62,12.16244,1065673.001
1.76724E+15,87621.63,87621.63,87611.11,87611.12,5.33651,467561.7212
1.76724E+15,87611.12,87635.06,87611.11,87635.06,4.92976,431999.2176
1.76724E+15,87635.06,87663.24,87631.49,87650.54,10.67154,935280.6115
1.76724E+15,87650.55,87701.74,87650.54,87689.45,30.18399,2646187.694
1.76724E+15,87689.45,87689.45,87646.29,87646.29,4.62521,405504.7145
1.76724E+15,87646.3,87646.3,87632.25,87632.25,1.1494,100734.1353
1.76724E+15,87632.26,87632.26,87632.25,87632.26,0.59934,52521.51603
1.76724E+15,87632.26,87670.07,87632.25,87670.07,25.23752,2212012.31
1.76724E+15,87670.07,87670.07,87647.35,87647.36,4.31143,377952.3176
1.76724E+15,87647.36,87647.36,87640.55,87640.56,3.00398,263281.0525
1.76724E+15,87640.55,87640.56,87632.25,87632.26,2.45323,215000.2529
1.76724E+15,87632.26,87632.26,87604,87613.96,8.86518,776750.5336
1.76724E+15,87613.95,87624.77,87613.95,87619.35,5.89238,516288.5404
1.76724E+15,87619.36,87619.36,87587.25,87587.27,37.95032,3324253.891
1.76724E+15,87587.28,87609.5,87587.28,87609.5,7.80575,683737.787
1.76724E+15,87609.5,87612.27,87595.33,87595.33,2.27949,199700.8727
1.76724E+15,87595.33,87624.77,87595.33,87623.82,16.26003,1424595.028
1.76724E+15,87623.83,87623.83,87615.22,87621.73,6.18766,542160.3148
1.76724E+15,87621.72,87633.96,87621.72,87631.79,4.13019,361936.385
1.76724E+15,87631.79,87649.21,87621.32,87621.33,8.75534,767299.1308
1.76724E+15,87621.33,87626.45,87595.28,87595.31,15.78703,1383206.953
1.76724E+15,87595.31,87595.32,87550.43,87550.48,35.11825,3075650.6
1.76724E+15,87550.48,87570,87550.48,87565.47,23.85819,2089126.146
1.76724E+15,87565.46,87599.66,87565.46,87599.66,38.46485,3368502.238
1.76724E+15,87599.65,87657.56,87599.65,87630.27,17.97597,1575314.828
1.76724E+15,87630.28,87630.28,87602.46,87608.74,7.52723,659474.3709
1.76724E+15,87608.74,87609.97,87607.77,87609.96,5.07599,444698.5168
1.76724E+15,87609.97,87609.97,87599.65,87599.66,7.13737,625298.3005
1.76724E+15,87599.65,87599.66,87599.65,87599.66,0.8416,73723.86775
1.76724E+15,87599.66,87599.67,87599.65,87599.66,2.2546,197502.1952
1.76724E+15,87599.67,87599.67,87599.66,87599.67,4.60653,403530.4659
1.76724E+15,87599.67,87599.67,87595.87,87595.88,1.75711,153921.0279
1.76724E+15,87595.88,87604.55,87595.87,87604.55,2.57175,225284.5107
1.76724E+15,87604.55,87604.55,87596.88,87596.88,4.03597,353564.02
1.76724E+15,87596.88,87610.5,87596.88,87610.5,3.4732,304252.8817
1.76724E+15,87610.5,87610.5,87604.34,87604.35,3.6705,321562.4582
1.76724E+15,87604.34,87604.35,87590.4,87590.4,2.63947,231213.4687
1.76724E+15,87590.41,87611.11,87590.4,87611.11,3.6299,317978.6749
1.76724E+15,87611.11,87639.01,87611.1,87639.01,2.96335,259661.185
1.76724E+15,87639,87643.75,87639,87643.75,1.11541,97753.98867
1.76724E+15,87643.75,87669.99,87643.75,87669.99,2.81471,246738.3146
1.76724E+15,87669.99,87669.99,87669.98,87669.98,1.57406,137997.8236
1.76724E+15,87669.98,87669.99,87669.98,87669.98,0.91151,79912.06884
1.76724E+15,87669.99,87674.3,87669.98,87674.29,4.46465,391431.4635
1.76724E+15,87674.3,87720,87674.29,87715.26,12.77019,1120026.71
1.76724E+15,87715.27,87723.74,87715.26,87723.73,4.52644,397066.9948
1.76724E+15,87723.73,87723.73,87701.99,87702,3.17087,278133.7327
1.76724E+15,87701.99,87708.38,87701.99,87708.13,3.01739,264633.2429
1.76724E+15,87708.13,87716.92,87708.13,87716.92,1.48382,130149.2922
1.76724E+15,87716.92,87716.92,87703.75,87703.75,5.47322,480082.383
1.76724E+15,87703.75,87703.76,87694.6,87694.61,1.54584,135574.5015
1.76724E+15,87694.61,87694.61,87694.6,87694.61,0.21566,18912.2187
1.76724E+15,87694.61,87706.9,87694.6,87706.9,4.5738,401114.9453
1.76724E+15,87706.89,87724.84,87706.89,87723.49,3.66202,321236.7616
1.76724E+15,87723.49,87723.5,87723.49,87723.5,0.72901,63951.30572
1.76724E+15,87723.5,87723.5,87723.49,87723.49,0.48686,42709.06253
1.76724E+15,87723.5,87723.5,87714.26,87714.26,3.65652,320760.668
1.76724E+15,87714.26,87714.27,87706,87706.01,5.94971,521833.1758
1.76724E+15,87706.01,87706.01,87706,87706,3.76836,330507.8039
1.76724E+15,87706.01,87706.01,87681,87681.01,8.92472,782658.0403
1.76724E+15,87681.01,87705.47,87658,87705.46,14.0717,1233742.021
1.76725E+15,87705.46,87705.47,87705.45,87705.45,1.84544,161855.1692
1.76725E+15,87705.45,87705.46,87672,87672.01,5.34165,468442.7903
1.76725E+15,87672,87684.14,87671.65,87684.13,2.57849,226065.9243
1.76725E+15,87684.13,87708.11,87684.13,87708.11,8.72996,765534.4002
1.76725E+15,87708.1,87708.11,87708.1,87708.11,0.21063,18473.95878
1.76725E+15,87708.1,87708.11,87708.1,87708.11,1.02414,89825.37663
1.76725E+15,87708.11,87708.11,87639.63,87639.99,86.4327,7577149.079
1.76725E+15,87640,87640,87639.99,87640,6.64758,582593.9074
1.76725E+15,87640,87717.44,87639.99,87706.24,12.56447,1101675.27
1.76725E+15,87706.23,87749.34,87706.23,87733.2,14.0619,1233622.87
1.76725E+15,87733.2,87733.21,87721.27,87729.59,2.29363,201216.1033
1.76725E+15,87729.59,87729.6,87721.49,87721.5,2.87047,251816.0066
1.76725E+15,87721.49,87721.5,87686.91,87686.92,6.81824,598014.9992
1.76725E+15,87686.92,87690.39,87686.91,87690.39,2.28489,200355.9305
1.76725E+15,87690.39,87690.39,87690.38,87690.39,0.71565,62755.62679
1.76725E+15,87690.38,87690.39,87690.38,87690.38,0.30766,26978.82447
1.76725E+15,87690.39,87690.39,87684.23,87684.24,2.89765,254089.4807
1.76725E+15,87684.23,87691,87684.23,87691,3.28828,288334.6112
1.76725E+15,87691,87700.01,87691,87700.01,0.98272,86181.60251
1.76725E+15,87700.01,87700.01,87700,87700.01,0.24843,21787.31287
1.76725E+15,87700,87700.01,87700,87700,0.51575,45231.27902
1.76725E+15,87700.01,87700.01,87700,87700,0.99281,87069.44656
1.76725E+15,87700.01,87700.01,87700,87700.01,0.48848,42839.69962
1.76725E+15,87700,87700.01,87700,87700.01,1.24947,109578.5224
1.76725E+15,87700,87700.01,87700,87700.01,0.25303,22190.73311
1.76725E+15,87700.01,87700.01,87697.93,87697.94,3.91371,343232.2542
1.76725E+15,87697.94,87697.94,87697.93,87697.94,1.66692,146185.4497
1.76725E+15,87697.94,87697.94,87697.93,87697.94,2.17339,190601.8255
1.76725E+15,87697.94,87697.94,87697.93,87697.94,0.4659,40858.46989
1.76725E+15,87697.94,87720,87697.94,87704.39,8.83559,774948.7828
1.76725E+15,87704.39,87704.39,87704.38,87704.39,0.72989,64014.55293
1.76725E+15,87704.39,87704.39,87704.38,87704.39,0.94885,83218.30455
1.76725E+15,87704.38,87704.39,87704.38,87704.39,0.27724,24315.16422
1.76725E+15,87704.38,87704.39,87704.38,87704.39,0.71052,62315.72245
1.76725E+15,87704.39,87704.39,87704.38,87704.39,1.15253,101081.9326
1.76725E+15,87704.39,87704.39,87704.38,87704.39,1.15598,101384.5132
1.76725E+15,87704.39,87704.39,87702.49,87702.5,1.54661,135643.8243
1.76725E+15,87702.5,87702.5,87694.57,87694.58,1.66917,146383.8412
1.76725E+15,87694.58,87694.58,87657,87657.01,7.89965,692635.6948
1.76725E+15,87657.01,87666.05,87657,87666.05,8.09963,709995.1458
1.76725E+15,87666.05,87666.05,87666.04,87666.05,1.60186,140428.7327
